"","N_EDIFICIOS_CLASSICOS","N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ","N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS","N_EDIFICIOS_EXCLUSIV_RESID","N_EDIFICIOS_1_OU_2_PISOS","N_EDIFICIOS_3_OU_MAIS_PISOS","N_EDIFICIOS_CONSTR_ANTES_1945","N_EDIFICIOS_CONSTR_1946_1980","N_EDIFICIOS_CONSTR_1981_2000","N_EDIFICIOS_CONSTR_2001_2010","N_EDIFICIOS_CONSTR_2011_2021","N_EDIFICIOS_COM_NECESSIDADES_REPARACAO","N_ALOJAMENTOS_TOTAL","N_ALOJAMENTOS_FAMILIARES","N_ALOJAMENTOS_FAM_CLASS_RHABITUAL","N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA","N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS","N_RHABITUAL_COM_ESTACIONAMENTO","N_RHABITUAL_PROP_OCUP","N_RHABITUAL_ARRENDADOS","N_AGREGADOS_DOMESTICOS_PRIVADOS","N_ADP_1_OU_2_PESSOAS","N_ADP_3_OU_MAIS_PESSOAS","N_NUCLEOS_FAMILIARES","N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25","N_INDIVIDUOS","N_INDIVIDUOS_H","N_INDIVIDUOS_M","N_INDIVIDUOS_0_14","N_INDIVIDUOS_15_24","N_INDIVIDUOS_25_64","N_INDIVIDUOS_65_OU_MAIS","postal_code"
"802",20,3,17,11,5,15,8,7,2,3,0,0,168,168,97,70,23,38,48,39,98,68,30,51,23,230,128,102,16,31,151,32,"1170-014"
"803",13,1,12,11,0,13,12,0,0,1,0,5,72,72,50,22,3,2,11,39,50,35,15,23,10,116,55,61,14,7,71,24,"1150-000"
"804",2,0,2,1,0,2,1,0,0,0,1,0,8,8,3,5,1,2,2,1,3,1,2,3,0,8,6,2,0,1,5,2,"1169-019"
"805",23,23,0,23,14,9,0,23,0,0,0,2,23,23,20,3,4,10,16,2,20,15,5,9,4,36,13,23,5,0,20,11,"1900-311"
"806",36,0,36,29,0,36,14,22,0,0,0,25,296,296,199,97,18,4,90,91,199,139,60,112,47,471,230,241,53,43,290,85,"1170-191"
"807",30,30,0,30,28,2,0,30,0,0,0,14,31,31,25,6,7,17,23,1,25,15,10,19,7,57,26,31,7,3,23,24,"1900-107"
"808",6,0,6,5,0,6,0,0,4,2,0,0,156,156,132,24,71,130,109,13,132,79,53,95,46,324,153,171,39,46,157,82,"1600-152"
"809",10,0,10,7,0,10,0,0,0,10,0,0,156,156,143,13,142,143,134,2,143,63,80,119,68,406,201,205,51,71,227,57,"1500-473"
"810",26,26,0,26,26,0,0,26,0,0,0,9,26,26,21,5,2,6,20,1,21,7,14,16,12,60,24,36,17,5,27,11,"1500-599"
"811",9,9,0,9,6,3,0,9,0,0,0,0,9,9,6,3,1,4,6,0,6,2,4,6,4,19,10,9,0,5,11,3,"1400-113"
"812",5,5,0,5,1,4,0,4,1,0,0,0,5,5,4,1,2,4,2,1,4,2,2,3,2,11,6,5,2,2,5,2,"1400-139"
"813",6,6,0,6,6,0,0,6,0,0,0,1,6,6,5,1,2,3,4,1,5,0,5,5,4,21,13,8,8,3,8,2,"1400-290"
"814",7,7,0,7,7,0,0,6,1,0,0,1,7,7,7,0,1,4,5,2,7,2,5,6,4,23,13,10,4,5,13,1,"1400-290"
"815",7,7,0,7,6,1,0,7,0,0,0,0,7,7,7,0,2,6,5,2,7,2,5,5,5,22,13,9,8,2,10,2,"1400-113"
"816",8,8,0,8,6,2,2,6,0,0,0,2,8,8,5,3,1,2,5,0,5,2,3,4,2,15,8,7,3,3,4,5,"1400-085"
"817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1495-165"
"818",10,2,8,10,2,8,5,0,5,0,0,5,81,81,68,13,22,47,35,28,68,54,14,35,16,126,64,62,13,9,80,24,"1400-088"
"819",7,7,0,7,7,0,0,7,0,0,0,1,7,7,7,0,1,6,5,2,7,3,4,5,4,20,9,11,7,2,7,4,"1400-290"
"820",38,12,26,34,3,35,28,8,2,0,0,6,133,133,89,44,6,8,30,52,89,61,28,46,26,188,87,101,30,21,95,42,"1300-341"
"821",8,8,0,8,7,1,0,8,0,0,0,1,8,8,6,2,1,3,6,0,6,2,4,6,3,19,6,13,3,2,11,3,"1400-085"
"822",34,14,20,32,4,30,26,6,2,0,0,6,115,115,81,34,17,11,39,38,81,58,23,45,20,169,78,91,24,20,83,42,"1300-217"
"823",7,7,0,7,4,3,0,7,0,0,0,1,8,8,6,2,1,3,4,0,6,4,2,4,2,13,5,8,3,0,6,4,"1400-140"
"824",8,8,0,8,8,0,0,8,0,0,0,1,8,8,7,1,1,5,5,0,7,5,2,3,1,13,6,7,0,1,5,7,"1400-290"
"825",8,8,0,8,8,0,0,8,0,0,0,0,8,8,6,2,2,5,5,0,6,1,5,6,5,23,12,11,5,8,8,2,"1400-140"
"826",5,4,0,5,5,0,0,2,3,0,0,3,5,4,4,0,1,4,3,0,4,1,3,3,2,27,6,21,2,1,5,19,"1400-088"
"827",8,8,0,8,8,0,0,8,0,0,0,1,8,8,5,3,3,5,5,0,5,2,3,3,3,15,7,8,7,0,6,2,"1400-140"
"828",47,43,4,47,42,5,46,1,0,0,0,17,74,74,48,26,3,1,10,33,48,31,17,30,12,107,46,61,13,9,54,31,"1250-041"
"829",24,8,16,15,10,14,1,19,1,1,2,7,80,80,41,39,2,2,14,21,41,31,10,25,7,91,49,42,8,6,62,15,"1150-251"
"830",67,40,27,59,41,26,59,8,0,0,0,53,250,250,193,57,9,1,53,133,193,133,60,110,56,440,213,227,55,51,265,69,"1170-339"
"831",16,7,9,15,7,9,1,15,0,0,0,1,52,52,34,18,1,0,15,16,34,28,6,11,7,55,23,32,2,9,31,13,"1170-041"
"832",43,6,37,31,9,34,38,1,0,4,0,4,300,300,200,100,39,32,69,123,200,153,47,113,43,403,180,223,43,25,232,103,"1170-196"
"833",13,3,10,9,4,9,6,5,1,1,0,4,51,51,35,16,6,14,23,9,35,24,11,21,10,84,39,45,13,9,45,17,"1250-052"
"834",5,0,4,2,0,5,2,0,0,1,2,0,31,29,12,17,8,8,6,6,14,11,3,7,3,27,18,9,2,5,16,4,"1250-066"
"835",8,0,8,7,4,4,1,7,0,0,0,3,38,38,23,15,2,1,10,10,23,17,6,10,5,44,20,24,5,5,26,8,"1170-041"
"836",25,1,24,18,4,21,25,0,0,0,0,12,109,109,71,38,6,0,30,37,71,59,12,34,10,133,56,77,11,9,81,32,"1150-326"
"837",46,12,34,39,11,35,21,20,0,0,5,20,214,214,149,65,13,2,70,74,149,119,30,87,34,281,125,156,27,20,151,83,"1170-047"
"838",45,14,31,38,12,33,45,0,0,0,0,20,170,170,106,64,3,2,27,70,106,74,32,43,20,223,125,98,21,28,140,34,"1169-107"
"839",7,1,6,7,2,5,0,7,0,0,0,4,41,41,24,17,0,0,3,21,24,15,9,15,8,61,31,30,7,10,37,7,"1170-041"
"840",13,1,11,11,0,13,11,0,1,1,0,0,59,58,38,20,12,5,23,10,38,24,14,23,14,126,51,75,8,15,52,51,"1250-189"
"841",6,0,6,6,0,6,0,6,0,0,0,2,40,40,28,12,7,1,8,19,28,20,8,14,4,57,32,25,4,3,38,12,"1350-102"
"842",13,5,8,11,7,6,13,0,0,0,0,0,43,43,22,21,2,0,8,13,22,13,9,12,3,50,28,22,3,5,27,15,"1100-330"
"843",20,4,16,18,5,15,18,0,0,0,2,11,73,73,37,36,3,6,8,28,37,28,9,16,5,69,35,34,8,1,36,24,"1150-326"
"844",7,0,7,4,0,7,7,0,0,0,0,3,57,57,45,12,11,1,1,42,45,33,12,30,10,96,44,52,6,7,60,23,"1200-638"
"845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1700-162"
"846",22,22,0,22,22,0,0,22,0,0,0,0,22,22,19,3,3,13,17,2,19,11,8,12,5,46,23,23,2,7,22,15,"1800-079"
"847",2,2,0,2,2,0,2,0,0,0,0,0,2,2,2,0,1,2,1,0,2,0,2,2,1,6,3,3,0,1,4,1,"1600-553"
"848",19,19,0,19,8,11,6,0,8,3,2,0,21,21,17,4,7,15,14,2,17,7,10,14,9,57,32,25,8,11,24,14,"1601-801"
"849",7,1,6,7,0,7,0,0,0,7,0,1,33,33,22,11,16,22,17,3,22,12,10,16,10,56,26,30,13,7,30,6,"1990-110"
"850",11,0,11,7,0,11,0,5,4,2,0,2,395,395,335,60,214,108,243,76,335,193,142,244,122,815,368,447,124,73,428,190,"1950-239"
"851",27,0,27,23,0,27,0,27,0,0,0,2,216,216,184,32,4,2,157,8,184,133,51,120,31,385,181,204,30,22,166,167,"1600-553"
"852",14,1,13,7,1,13,14,0,0,0,0,14,58,58,33,25,1,0,12,17,33,27,6,13,8,59,27,32,4,9,37,9,"1200-383"
"853",19,3,16,13,3,16,19,0,0,0,0,19,62,62,39,23,2,1,15,22,39,28,11,15,5,81,44,37,4,8,45,24,"1200-043"
"854",5,0,5,3,0,5,0,5,0,0,0,0,108,108,89,19,57,75,60,14,89,57,32,65,32,221,100,121,41,27,83,70,"1400-036"
"855",10,0,10,7,0,10,9,0,1,0,0,7,53,53,26,27,1,0,7,16,26,21,5,7,2,41,23,18,2,1,26,12,"1200-047"
"856",6,0,6,4,0,6,6,0,0,0,0,6,28,28,20,8,0,0,8,11,20,15,5,11,4,47,27,20,2,6,29,10,"1200-145"
"857",5,0,5,3,0,5,4,1,0,0,0,3,24,24,13,11,0,0,0,13,13,9,4,6,3,28,13,15,5,3,14,6,"1200-284"
"858",27,2,25,21,0,27,23,1,2,1,0,3,173,173,116,57,5,0,27,80,116,88,28,49,21,248,143,105,17,27,170,34,"1169-017"
"859",10,0,9,7,0,10,4,4,1,1,0,9,88,88,61,27,6,5,28,32,61,47,14,32,13,117,53,64,14,9,60,34,"1170-212"
"860",14,9,5,14,10,4,13,0,1,0,0,4,40,40,27,13,3,5,13,10,27,19,8,14,5,57,25,32,3,11,30,13,"1900-040"
"861",2,1,1,1,0,2,2,0,0,0,0,1,5,5,4,1,2,0,3,1,4,4,0,3,0,7,3,4,0,0,4,3,"1100-060"
"862",27,3,24,22,2,25,4,22,0,0,1,12,113,113,72,41,2,0,17,51,72,55,17,36,15,137,61,76,16,7,88,26,"1200-855"
"863",5,2,2,3,0,5,4,1,0,0,0,1,12,11,4,7,0,0,1,2,5,3,2,2,1,13,7,6,0,2,8,3,"1200-243"
"864",39,33,6,37,36,3,35,2,2,0,0,31,58,58,42,16,13,2,5,36,42,26,16,29,12,103,50,53,10,17,46,30,"1300-070"
"865",7,2,5,6,0,7,4,2,1,0,0,1,28,28,8,20,3,2,3,4,8,7,1,3,1,13,9,4,2,0,10,1,"1200-205"
"866",18,2,16,10,0,18,18,0,0,0,0,4,78,78,43,35,2,0,20,19,43,29,14,21,11,99,48,51,16,10,57,16,"1200-115"
"867",21,21,0,21,20,1,9,9,2,1,0,4,23,23,21,2,5,7,18,3,21,12,9,16,8,51,21,30,6,4,28,13,"1349-016"
"868",10,1,8,6,1,9,8,2,0,0,0,1,50,50,25,25,0,0,4,20,25,19,6,13,5,47,21,26,4,6,21,16,"1200-106"
"869",4,1,3,2,0,4,2,1,1,0,0,3,10,10,5,5,2,0,2,2,5,4,1,1,1,9,4,5,1,2,6,0,"1100"
"870",4,0,4,3,0,4,4,0,0,0,0,3,13,13,10,3,0,0,3,7,10,7,3,5,2,24,11,13,2,1,15,6,"1100-060"
"871",17,0,17,11,0,17,16,0,0,0,1,8,88,88,44,44,0,5,23,19,44,34,10,22,11,84,46,38,8,10,53,13,"1200-321"
"872",55,0,55,52,2,53,3,48,3,0,1,5,497,497,394,103,36,38,174,193,394,317,77,200,64,716,322,394,52,45,413,206,"1500-175"
"873",12,1,10,10,0,12,1,11,0,0,0,0,65,64,50,14,4,0,14,34,51,42,9,23,6,89,28,61,8,4,47,30,"1700-112"
"874",20,1,18,16,1,19,0,19,1,0,0,9,138,137,114,23,10,0,40,63,114,80,34,56,36,258,115,143,36,23,135,64,"1700-272"
"875",5,0,5,1,0,5,0,0,5,0,0,0,176,176,140,36,80,132,97,28,140,94,46,92,43,310,148,162,51,27,148,84,"1500-676"
"876",6,0,6,6,0,6,0,6,0,0,0,6,86,86,77,9,50,1,27,48,77,39,38,66,32,233,106,127,28,36,99,70,"1959-007"
"877",26,26,0,26,25,1,0,26,0,0,0,17,26,26,21,5,4,3,13,8,21,13,8,12,5,47,20,27,6,4,22,15,"1400-081"
"878",7,3,4,7,2,5,1,0,5,1,0,3,22,22,13,9,0,0,4,8,13,11,2,5,0,24,9,15,1,1,16,6,"1100-129"
"879",3,2,1,2,0,3,3,0,0,0,0,3,9,9,2,7,0,0,0,2,2,2,0,1,0,3,2,1,0,0,1,2,"1100-042"
"880",10,0,10,1,1,9,7,0,2,0,1,2,38,38,21,17,1,0,8,11,21,17,4,9,2,39,20,19,3,1,28,7,"1200-308"
"881",10,0,10,5,0,10,0,10,0,0,0,0,249,249,195,54,151,166,140,36,195,133,62,118,51,436,189,247,51,48,197,140,"1400-036"
"882",21,21,0,21,21,0,0,21,0,0,0,9,21,21,21,0,10,6,20,1,21,9,12,20,9,57,29,28,8,5,30,14,"1400-081"
"883",6,0,6,1,0,6,6,0,0,0,0,2,26,26,16,10,2,0,9,6,16,11,5,8,6,35,19,16,7,3,21,4,"1100-423"
"884",14,2,12,7,2,12,13,0,1,0,0,7,55,55,35,20,1,1,4,28,35,30,5,13,6,58,24,34,5,5,30,18,"1100-216"
"885",1,1,0,1,1,0,0,1,0,0,0,1,2,2,2,0,0,0,0,1,2,1,1,1,1,5,1,4,2,0,2,1,"1400-139"
"886",7,7,0,7,7,0,0,3,4,0,0,1,7,7,6,1,2,5,6,0,6,3,3,4,2,19,7,12,4,2,8,5,"1400-290"
"887",9,8,0,9,7,2,0,9,0,0,0,0,10,9,6,3,3,6,5,1,6,4,2,5,2,46,11,35,1,5,8,32,"1400-140"
"888",6,1,5,5,1,5,6,0,0,0,0,4,24,24,9,15,3,0,4,5,9,7,2,3,2,16,8,8,3,0,11,2,"1300-999"
"889",8,8,0,8,8,0,0,8,0,0,0,1,8,8,8,0,1,5,8,0,8,6,2,5,2,17,8,9,3,1,5,8,"1400-290"
"890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1400-139"
"891",13,6,7,13,6,7,3,4,1,5,0,2,57,57,35,22,28,25,28,5,35,14,21,27,19,108,44,64,30,13,54,11,"1400-088"
"892",8,8,0,8,8,0,0,8,0,0,0,0,8,8,7,1,2,4,5,0,7,7,0,4,0,11,4,7,0,0,4,7,"1400-290"
"893",8,8,0,8,8,0,0,8,0,0,0,2,8,8,5,3,0,3,4,0,5,1,4,4,3,18,9,9,1,5,11,1,"1400-139"
"894",1,1,0,1,1,0,0,1,0,0,0,1,2,2,2,0,0,2,2,0,2,0,2,3,2,8,3,5,3,0,3,2,"1400-140"
"895",8,8,0,8,7,1,0,5,1,2,0,2,8,8,5,3,1,3,5,0,5,1,4,6,4,18,8,10,7,0,10,1,"1400-139"
"896",2,2,0,2,2,0,0,2,0,0,0,2,4,4,4,0,0,1,1,3,4,4,0,1,0,5,2,3,0,0,3,2,"1400-139"
"897",8,8,0,8,6,2,0,8,0,0,0,1,8,8,4,4,1,2,3,0,4,2,2,4,3,16,8,8,3,4,7,2,"1400"
"898",8,8,0,8,7,1,0,7,0,1,0,1,8,8,6,2,2,4,5,1,6,2,4,6,4,23,12,11,4,6,8,5,"1400-139"
"899",8,8,0,8,5,3,0,8,0,0,0,0,8,8,7,1,2,4,6,0,7,5,2,7,2,19,10,9,2,3,9,5,"1400"
"900",14,7,7,14,5,9,1,1,2,10,0,2,40,40,40,0,18,4,8,30,40,20,20,32,16,109,51,58,18,14,53,24,"1349-016"
"901",8,1,7,5,0,8,7,0,1,0,0,1,26,26,20,6,0,0,6,13,20,19,1,6,1,31,13,18,3,1,13,14,"1200-106"
"902",16,1,15,10,2,14,16,0,0,0,0,15,50,50,42,8,2,0,5,34,42,30,12,19,9,79,41,38,9,9,48,13,"1100-542"
"903",59,39,20,59,54,5,28,30,0,0,1,6,157,157,112,45,10,1,38,70,112,86,26,58,22,214,107,107,22,19,120,53,"1300-125"
"904",1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1100-054"
"905",47,47,0,47,47,0,1,42,1,2,1,6,47,47,37,10,5,7,30,5,37,17,20,33,16,99,48,51,15,7,62,15,"1400-081"
"906",12,4,8,12,3,9,0,6,6,0,0,8,64,64,58,6,2,5,34,21,58,36,22,36,16,145,69,76,19,15,73,38,"1349-016"
"907",4,0,4,2,0,4,4,0,0,0,0,2,24,24,14,10,5,1,2,11,14,9,5,10,4,30,18,12,2,3,20,5,"1200-270"
"908",54,23,31,52,26,28,34,15,2,3,0,38,319,319,239,79,42,27,111,112,240,177,63,135,55,507,227,280,53,57,276,121,"1350-251"
"909",5,0,5,2,0,5,5,0,0,0,0,3,26,26,11,15,0,0,3,7,11,8,3,2,1,20,13,7,0,3,11,6,"1200-285"
"910",4,0,3,2,2,2,1,3,0,0,0,1,19,19,11,8,0,0,1,10,11,10,1,3,1,17,8,9,1,0,9,7,"1100-340"
"911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1100-278"
"912",31,30,1,31,30,1,0,27,1,3,0,10,33,33,31,2,6,7,26,3,31,18,13,20,12,74,35,39,10,6,48,10,"1400-081"
"913",6,6,0,6,6,0,0,6,0,0,0,1,6,6,5,1,0,0,4,0,5,3,2,4,2,14,8,6,2,3,9,0,"1400-081"
"914",4,1,3,4,0,4,4,0,0,0,0,1,25,25,16,9,0,1,0,16,16,10,6,5,3,48,42,6,3,2,42,1,"1100-054"
"915",49,19,30,36,20,29,44,4,0,1,0,3,148,148,87,61,2,0,14,67,87,76,11,36,9,146,72,74,11,11,93,31,"1100-615"
"916",3,2,1,2,1,2,2,0,1,0,0,2,4,4,4,0,1,1,2,1,4,4,0,1,0,5,2,3,0,0,3,2,"1200-284"
"917",16,3,13,15,0,16,3,10,2,1,0,2,87,87,57,30,3,5,14,37,57,43,14,37,13,123,48,75,14,6,64,39,"1350-251"
"918",37,37,0,37,37,0,0,25,6,4,2,5,37,37,28,9,4,8,25,1,28,17,11,21,8,71,34,37,11,5,37,18,"1400-081"
"919",5,1,4,4,0,5,5,0,0,0,0,5,16,16,6,10,0,0,3,3,6,5,1,4,1,12,4,8,0,1,2,9,"1200-047"
"920",21,5,16,12,1,20,18,2,1,0,0,10,82,82,45,37,3,1,15,26,45,32,13,26,12,95,39,56,7,14,44,30,"1200-156"
"921",51,14,37,46,11,40,39,5,0,0,7,33,239,239,175,64,28,56,79,75,175,116,59,99,52,400,174,226,53,54,197,96,"1200-612"
"922",8,1,7,5,1,7,8,0,0,0,0,1,36,36,18,18,0,0,3,13,18,11,7,8,2,41,22,19,4,2,26,9,"1100-177"
"923",44,15,29,33,12,32,43,1,0,0,0,0,125,125,75,50,1,0,18,52,75,66,9,23,6,112,58,54,7,3,75,27,"1100-081"
"924",3,1,2,3,0,3,1,2,0,0,0,0,12,12,4,8,1,2,3,1,4,4,0,2,0,6,4,2,0,0,5,1,"1200-466"
"925",15,1,14,6,1,14,15,0,0,0,0,11,71,71,41,30,5,1,4,36,41,38,3,18,5,65,31,34,2,5,34,24,"1100-411"
"926",1,0,1,0,1,0,1,0,0,0,0,1,2,2,2,0,0,0,0,2,2,1,1,1,0,4,1,3,0,0,3,1,"1100-126"
"927",26,26,0,26,26,0,0,24,1,0,1,2,26,26,21,5,3,3,19,0,21,15,6,15,6,44,20,24,4,5,24,11,"1400-081"
"928",10,3,7,8,2,8,2,5,2,1,0,7,50,50,30,20,7,11,11,17,30,26,4,13,2,50,24,26,4,1,30,15,"1250-106"
"929",30,5,25,24,4,26,18,11,0,1,0,13,178,178,142,36,8,0,33,102,142,105,37,73,30,304,133,171,32,21,170,81,"1150-000"
"930",11,5,6,10,5,6,0,9,1,1,0,6,42,42,33,9,3,4,17,15,33,21,12,15,8,76,43,33,10,4,45,17,"1170-166"
"931",8,1,7,3,0,8,8,0,0,0,0,4,26,26,16,10,0,0,5,9,16,12,4,9,4,37,14,23,4,3,17,13,"1200-211"
"932",14,4,10,9,3,11,0,0,10,4,0,9,41,41,26,15,1,1,2,22,26,24,2,9,3,38,18,20,1,2,20,15,"1100-245"
"933",13,2,10,7,0,13,13,0,0,0,0,6,53,52,35,17,1,0,11,17,36,25,11,17,7,73,36,37,9,3,47,14,"1200-309"
"934",22,13,9,15,14,8,1,1,16,3,1,7,47,47,33,14,4,0,4,28,33,28,5,15,3,60,33,27,2,2,42,14,"1100-213"
"935",10,0,10,9,0,10,0,0,10,0,0,4,247,247,221,26,143,50,2,208,221,141,80,145,72,519,246,273,84,59,258,118,"1300-125"
"936",9,1,8,4,1,8,6,2,0,0,1,2,42,42,34,8,2,0,5,28,34,32,2,10,3,47,21,26,1,2,33,11,"1100-515"
"937",10,0,10,9,0,10,0,10,0,0,0,0,200,200,149,51,85,136,101,30,149,106,43,84,42,317,157,160,55,30,149,83,"1400-195"
"938",18,0,18,14,0,18,18,0,0,0,0,13,74,74,33,41,0,1,14,18,33,27,6,14,5,60,32,28,4,3,44,9,"1200-249"
"939",61,33,28,57,34,27,38,23,0,0,0,59,317,317,242,75,27,5,89,139,242,184,58,114,57,468,208,260,50,41,245,132,"1350"
"940",21,4,16,9,0,21,20,0,0,0,1,9,92,91,50,41,2,1,15,31,51,35,16,27,16,116,64,52,13,13,73,17,"1200-158"
"941",12,1,11,6,0,12,11,1,0,0,0,8,50,50,32,18,2,1,13,17,32,25,7,15,3,63,38,25,3,2,48,10,"1200-158"
"942",18,2,16,14,1,17,16,1,0,1,0,16,69,69,38,31,0,0,7,30,38,29,9,18,7,81,42,39,10,6,47,18,"1200-043"
"943",2,1,1,2,0,2,2,0,0,0,0,2,5,5,1,4,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,"1100-232"
"944",9,3,6,7,3,6,6,3,0,0,0,5,32,32,15,17,1,0,2,9,15,12,3,4,1,25,13,12,2,0,15,8,"1100-004"
"945",38,13,24,25,10,28,36,1,0,1,0,4,131,130,80,50,9,11,21,51,80,62,18,35,15,151,73,78,14,8,87,42,"1249-027"
"946",8,2,6,4,1,7,8,0,0,0,0,1,25,25,11,14,2,0,0,11,11,11,0,0,0,11,4,7,0,0,9,2,"1100-081"
"947",2,1,1,1,1,1,2,0,0,0,0,1,9,9,3,6,0,0,0,3,3,3,0,0,0,4,2,2,0,0,2,2,"1200-470"
"948",16,3,11,9,2,14,11,0,4,0,1,10,75,73,29,44,7,3,14,13,38,30,8,14,7,70,39,31,6,8,39,17,"1200-092"
"949",1,0,1,1,0,1,1,0,0,0,0,0,3,3,3,0,1,0,1,1,3,2,1,2,1,6,3,3,0,1,5,0,"1149-039"
"950",41,41,0,41,41,0,0,38,0,1,2,6,41,41,33,8,8,6,29,3,33,21,12,24,10,75,36,39,7,8,30,30,"1400-081"
"951",25,25,0,25,25,0,3,21,0,1,0,1,25,25,23,2,8,1,19,1,23,11,12,18,9,63,25,38,10,4,27,22,"1400-081"
"952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1150-010"
"953",5,0,4,4,1,4,5,0,0,0,0,2,30,29,14,15,1,1,9,3,14,6,8,9,4,58,46,12,3,6,35,14,"1170-217"
"954",24,2,22,23,23,1,24,0,0,0,0,15,90,90,68,22,18,13,55,8,68,47,21,36,19,144,66,78,19,15,85,25,"1170-998"
"955",23,2,21,20,2,21,21,1,0,1,0,8,117,117,75,42,5,0,29,41,75,56,19,32,14,163,98,65,12,17,110,24,"1150-034"
"956",18,4,14,13,5,13,1,14,0,0,3,9,85,85,59,26,10,2,23,34,59,51,8,30,9,104,41,63,9,4,51,40,"1300-402"
"957",31,3,28,29,9,22,24,5,0,1,1,9,151,151,104,47,3,5,49,51,104,83,21,54,19,196,88,108,17,13,123,43,"1300-017"
"958",13,0,13,13,0,13,6,6,1,0,0,2,106,106,66,40,5,4,11,50,66,56,10,26,11,111,47,64,6,11,65,29,"1300-375"
"959",8,7,1,8,7,1,8,0,0,0,0,4,20,20,12,8,0,0,7,3,12,8,4,8,4,26,12,14,1,6,7,12,"1300-104"
"960",13,7,6,11,8,5,9,4,0,0,0,7,44,44,36,8,5,0,14,18,36,31,5,20,4,62,29,33,3,4,38,17,"1400-077"
"961",51,27,24,49,27,24,6,45,0,0,0,16,334,334,264,70,40,37,115,133,264,185,79,160,69,559,238,321,65,47,270,177,"1349-002"
"962",13,0,13,11,0,13,0,13,0,0,0,10,117,117,93,24,11,8,35,45,93,75,18,46,19,181,76,105,30,13,83,55,"1349-049"
"963",21,18,3,19,20,1,19,1,0,1,0,13,34,34,19,15,4,0,5,10,19,13,6,14,6,40,21,19,6,2,20,12,"1300-996"
"964",11,6,5,10,7,4,5,4,1,0,1,0,25,25,21,4,4,1,6,13,21,15,6,13,6,47,26,21,7,5,26,9,"1300-996"
"965",54,46,8,52,47,7,37,16,1,0,0,52,86,86,46,40,4,0,16,27,46,36,10,25,8,88,45,43,11,4,53,20,"1350-261"
"966",14,11,2,14,12,2,7,7,0,0,0,4,23,22,17,5,5,2,5,10,17,9,8,10,7,54,26,28,12,12,24,6,"1300-320"
"967",31,21,10,31,20,11,19,11,0,1,0,30,69,69,50,19,1,1,10,34,50,40,10,28,9,100,51,49,7,9,60,24,"1350-154"
"968",24,1,23,21,3,21,19,5,0,0,0,10,134,134,87,47,0,2,39,46,87,57,30,51,29,198,87,111,29,24,104,41,"1300-366"
"969",8,0,8,4,0,8,6,0,1,0,1,6,48,48,45,3,2,0,25,20,45,30,15,23,14,100,40,60,17,11,62,10,"1300-328"
"970",6,6,0,6,6,0,6,0,0,0,0,6,9,9,6,3,0,0,0,6,6,4,2,2,1,11,5,6,2,0,5,4,"1350-027"
"971",23,8,15,19,7,16,6,17,0,0,0,19,89,89,66,23,4,4,20,40,66,50,16,30,17,131,57,74,16,17,64,34,"1350-278"
"972",57,8,49,56,27,30,27,23,0,0,7,37,437,437,281,155,22,19,84,175,282,224,58,129,47,528,236,292,46,41,288,153,"1300-325"
"973",27,15,12,24,14,13,22,5,0,0,0,12,62,62,35,27,3,7,12,22,35,25,10,23,9,78,39,39,13,7,41,17,"1200-742"
"974",19,3,16,17,0,19,0,17,2,0,0,12,160,160,121,39,7,27,67,47,121,91,30,64,32,235,102,133,27,22,129,57,"1349-049"
"975",39,7,32,35,6,33,2,36,1,0,0,32,270,270,218,52,14,12,76,125,218,167,51,123,51,439,188,251,66,28,217,128,"1300"
"976",59,35,24,58,36,23,50,6,0,3,0,8,304,304,236,68,85,61,94,133,236,165,71,134,66,498,243,255,70,41,275,112,"1300-166"
"977",13,13,0,13,8,5,0,11,0,1,1,4,13,13,7,6,2,7,7,0,7,6,1,5,1,17,6,11,3,1,5,8,"1400-297"
"978",22,15,7,22,11,11,16,6,0,0,0,2,44,44,33,11,2,7,16,15,33,23,10,18,11,73,33,40,6,12,42,13,"1350-070"
"979",33,33,0,33,12,21,0,29,0,4,0,5,33,33,24,9,9,21,20,2,24,13,11,18,8,69,35,34,14,7,31,17,"1400-315"
