X,Y,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
-88298.7900876502,-99773.7102499995,32851,11061801404,11,1106,110618,110618014,014,04,01404,11061801404,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540.92152138225,286614.338481591
-91911.7331817111,-99426.0687504582,32852,11061100402,11,1106,110611,110611004,004,02,00402,11061100402,1,17,170,16,0,16,14,0,16,0,0,15,1,0,16,204,204,181,23,108,8,28,147,181,84,97,144,83,519,248,271,109,68,254,88,577.890922831698,21188.8855014669
-88914.0901687322,-99356.577850704,32853,11061801004,11,1106,110618,110618010,010,04,01004,11061801004,1,17,170,8,0,8,7,0,8,0,8,0,0,0,8,105,105,83,22,21,3,48,27,83,66,17,50,14,163,77,86,10,11,62,80,317.405547711726,5971.45897766567
-90175.9444510592,-99441.4362508608,32854,11061803502,11,1106,110618,110618035,035,02,03502,11061803502,1,17,170,9,0,9,9,0,9,0,3,6,0,0,0,120,120,94,26,48,53,60,22,94,64,30,55,27,193,93,100,27,14,126,26,956.988440984759,31697.3806180079
-85254.9613297396,-99380.1878994233,32855,11063302204,11,1106,110633,110633022,022,04,02204,11063302204,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.2680136356,44097.6452904818
-86082.3551119608,-99435.3776508662,32856,11063300603,11,1106,110633,110633006,006,03,00603,11063300603,1,17,170,15,0,15,13,0,15,0,15,0,0,0,4,151,151,128,23,31,4,102,11,128,87,41,70,34,266,121,145,33,25,149,59,878.527492382413,40030.9938239404
-84724.4014733481,-99350.9698498572,32857,11063301904,11,1106,110633,110633019,019,04,01904,11063301904,1,17,170,30,23,7,30,26,4,28,0,2,0,0,17,70,70,55,15,3,1,26,25,55,36,19,39,14,128,65,63,18,8,74,28,503.336809390563,14716.4112425251
-85058.2127414963,-99249.051399156,32858,11063302209,11,1106,110633,110633022,022,09,02209,11063302209,1,17,170,10,0,10,6,0,10,0,10,0,0,0,10,192,192,158,34,4,7,113,36,158,115,43,91,38,317,146,171,25,34,161,97,743.461841915964,20565.7021855827
-83784.6605878934,-99276.797899999,32859,11066201705,11,1106,110662,110662017,017,05,01705,11066201705,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.74351272404,21642.1420190307
-92113.6101681868,-99273.9326503311,32860,11061100302,11,1106,110611,110611003,003,02,00302,11061100302,1,17,170,23,0,23,22,0,23,0,0,23,0,0,12,293,293,269,24,119,6,49,214,269,183,86,193,80,622,292,330,65,54,304,199,608.414276675198,23153.7587717315
-93137.2113320106,-105977.329699964,33050,11060101107,11,1106,110601,110601011,011,07,01107,11060101107,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.008019613706,50377.3929047817
-87572.5008186585,-105844.184399692,33051,11066501715,11,1106,110665,110665017,017,15,01715,11066501715,1,17,170,7,2,5,2,0,7,4,0,3,0,0,0,25,25,15,10,3,2,7,5,15,12,3,10,3,30,19,11,0,5,17,8,305.199314312601,5770.90775881935
-88227.2647052557,-105806.007600278,33052,11066101510,11,1106,110661,110661015,015,10,01510,11066101510,1,17,170,10,4,6,7,2,8,8,1,0,0,1,5,22,22,16,6,0,0,5,10,16,11,5,7,3,29,20,9,2,3,20,4,173.572176408403,1857.64139309582
-88453.4181382484,-105802.894000638,33053,11066100304,11,1106,110661,110661003,003,04,00304,11066100304,1,17,170,5,0,5,4,0,5,5,0,0,0,0,1,21,21,14,7,0,0,1,13,14,13,1,4,2,22,11,11,1,1,14,6,172.362075428345,1243.04203321623
-88277.2433542952,-105796.424849907,33054,11066101511,11,1106,110661,110661015,015,11,01511,11066101511,1,17,170,10,1,9,6,1,9,10,0,0,0,0,3,31,31,21,10,0,0,6,15,21,18,3,8,3,34,17,17,2,3,14,15,157.439264964077,1497.93026645901
-92764.6885834779,-105832.382800381,33055,11060101108,11,1106,110601,110601011,011,08,01108,11060101108,1,17,170,27,27,0,27,25,2,7,14,2,1,3,5,27,27,19,8,3,9,18,0,19,7,12,16,7,52,29,23,5,7,24,16,331.768304238792,6210.2806289163
-89205.3829017591,-104923.980250235,33056,11065900801,11,1106,110659,110659008,008,01,00801,11065900801,1,17,170,32,24,8,30,18,14,31,1,0,0,0,26,62,62,39,23,3,3,16,21,39,29,10,21,8,81,36,45,9,11,44,17,435.216899729528,9928.41606420129
-85989.5355121098,-104897.387849989,33057,11066701104,11,1106,110667,110667011,011,04,01104,11066701104,1,17,170,16,3,13,12,3,13,11,5,0,0,0,13,59,59,45,14,0,0,19,26,45,32,13,22,12,89,42,47,8,12,48,21,230.201820160032,3210.00079559745
-85882.342367009,-104978.754550008,33058,11066701003,11,1106,110667,110667010,010,03,01003,11066701003,1,17,170,62,11,51,57,16,46,2,38,19,3,0,30,288,288,194,94,13,19,74,108,194,137,57,108,50,413,209,204,60,32,226,95,990.241883636986,34837.5265831287
-90112.2176176809,-104904.900499999,33059,11065901001,11,1106,110659,110659010,010,01,01001,11065901001,1,17,170,21,0,21,18,0,21,7,11,3,0,0,10,132,132,96,36,8,8,38,53,96,69,27,55,27,199,95,104,28,18,99,54,337.661588989152,6815.83927487048
-90043.4534747352,-104903.80465,33060,11065901002,11,1106,110659,110659010,010,02,01002,11065901002,1,17,170,17,0,17,16,0,17,6,10,1,0,0,7,140,140,123,17,9,7,33,79,123,91,32,79,38,267,129,138,34,30,142,61,345.200298047367,7205.28328496429
-86805.4069328822,-104880.474349137,33061,11066701607,11,1106,110667,110667016,016,07,01607,11066701607,1,17,170,15,0,15,11,1,14,10,2,0,3,0,7,87,87,55,32,9,9,29,25,55,44,11,30,11,105,47,58,8,7,58,32,299.221601714807,4380.68018170522
-89836.6379851982,-104901.84634997,33062,11065901701,11,1106,110659,110659017,017,01,01701,11065901701,1,17,170,16,1,15,14,1,15,5,10,0,0,1,2,109,109,81,28,15,1,33,45,81,60,21,49,23,172,71,101,19,19,84,50,338.020438018234,6904.43852868947
-89905.0463993272,-104902.572649984,33063,11065900905,11,1106,110659,110659009,009,05,00905,11065900905,1,17,170,6,0,6,6,0,6,3,2,0,1,0,1,51,51,34,17,2,2,12,19,34,23,11,21,9,77,33,44,7,11,42,17,337.603176986297,6843.47322289838
-89767.092687311,-104901.543950002,33121,11065901702,11,1106,110659,110659017,017,02,01702,11065901702,1,17,170,16,1,15,15,1,15,0,15,1,0,0,0,171,171,116,55,17,15,44,61,116,93,23,52,21,213,80,133,25,13,116,59,338.792509876955,6954.97594048624
-87566.29879281,-104923.828200688,33122,11065600106,11,1106,110656,110656001,001,06,00106,11065600106,1,17,170,7,1,6,4,3,4,5,2,0,0,0,6,42,42,23,19,0,0,6,16,23,21,2,6,1,31,15,16,1,0,19,11,455.138623992206,10065.8579965465
-93624.6438111098,-105247.840650003,33123,11065801409,11,1106,110658,110658014,014,09,01409,11065801409,1,17,170,2,2,0,2,2,0,0,2,0,0,0,2,2,2,1,1,1,0,0,0,1,0,1,1,1,3,2,1,0,1,2,0,2128.81515470382,185923.123384843
-89694.7088161047,-104887.66985,33124,11065902001,11,1106,110659,110659020,020,01,02001,11065902001,1,17,170,13,3,10,11,3,10,3,9,1,0,0,2,115,115,90,25,22,25,48,32,90,64,26,51,26,195,90,105,25,18,100,52,352.343866528734,7601.48621271122
-87167.176527436,-105008.584999983,33125,11066501102,11,1106,110665,110665011,011,02,01102,11066501102,1,17,170,39,13,26,27,6,33,25,10,4,0,0,20,114,114,84,30,5,4,12,64,84,35,49,44,27,296,206,90,25,36,211,24,800.442489689384,22363.1884798219
-87232.3223382599,-104969.616450622,33126,11066501103,11,1106,110665,110665011,011,03,01103,11066501103,1,17,170,29,12,17,25,8,21,13,15,1,0,0,15,88,88,44,44,5,3,18,21,44,23,21,28,11,112,57,55,9,12,73,18,771.456198478139,21708.0046425076
-86202.5927937724,-104870.998450563,33127,11066700701,11,1106,110667,110667007,007,01,00701,11066700701,1,17,170,21,7,14,19,8,13,17,1,2,1,0,9,99,99,63,36,0,15,28,31,63,42,21,38,14,135,69,66,14,10,79,32,316.513229853746,5310.8431152915
-86957.0617575375,-104908.833399783,33128,11066701801,11,1106,110667,110667018,018,01,01801,11066701801,1,17,170,31,11,20,25,11,20,18,13,0,0,0,2,149,149,107,42,4,4,42,56,107,88,19,55,15,193,83,110,14,5,113,61,606.822862452942,11325.863969589
-85504.8710560411,-105465.408699862,33129,11066701004,11,1106,110667,110667010,010,04,01004,11066701004,1,17,170,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,3777.59880010929,880143.925730147
-87033.1601858583,-104878.525100134,33130,11065601201,11,1106,110656,110656012,012,01,01201,11065601201,1,17,170,25,7,18,19,8,17,21,4,0,0,0,19,171,171,134,37,3,4,37,92,134,96,38,66,29,283,140,143,35,18,174,56,438.661629977775,9988.10977840916
-89087.8093409423,-104947.091599392,33131,11065900802,11,1106,110659,110659008,008,02,00802,11065900802,1,17,170,45,10,34,36,11,34,28,13,3,1,0,32,282,281,208,73,34,40,105,85,208,115,93,146,78,562,281,281,87,82,280,113,797.965794319384,26924.7908076633
-89451.0076266514,-104859.224999801,33132,11065902401,11,1106,110659,110659024,024,01,02401,11065902401,1,17,170,16,9,7,14,8,8,16,0,0,0,0,2,45,45,34,11,1,2,6,23,34,23,11,16,8,70,35,35,11,2,38,19,266.746179763801,3448.73515176775
-89343.794022656,-104873.326350205,33133,11065901202,11,1106,110659,110659012,012,02,01202,11065901202,1,17,170,50,20,30,49,20,30,43,6,0,0,1,1,245,245,176,69,20,9,74,87,176,142,34,86,37,322,142,180,29,29,189,75,521.044342278903,13823.7886100224
-89158.3606634968,-104854.31289981,33134,11065900803,11,1106,110659,110659008,008,03,00803,11065900803,1,17,170,68,37,31,61,47,21,60,3,3,2,0,47,228,228,171,57,18,27,56,105,171,135,36,79,30,327,145,182,31,26,187,83,588.869073656595,16336.897118487
-88299.7912910014,-104973.779800773,33135,11066601001,11,1106,110666,110666010,010,01,01001,11066601001,1,17,170,70,13,57,49,6,64,42,21,1,0,6,10,346,346,230,116,37,42,81,131,230,174,56,118,50,461,225,236,62,44,266,89,1729.43949541231,157369.593145086
-88980.9416951265,-104986.716849656,33136,11065902204,11,1106,110659,110659022,022,04,02204,11065902204,1,17,170,34,6,28,25,6,28,17,9,4,1,3,19,207,207,133,74,13,22,50,71,133,90,43,69,37,296,148,148,49,25,171,51,826.02717437229,26209.59756697
-85980.2050465543,-104849.501349257,33137,11066701105,11,1106,110667,110667011,011,05,01105,11066701105,1,17,170,32,4,28,29,3,29,18,13,0,0,1,15,135,135,103,32,8,9,51,43,103,77,26,52,21,218,108,110,26,15,123,54,410.70633406541,7521.14253265047
-90421.98557575,-105065.789849758,33138,11065901501,11,1106,110659,110659015,015,01,01501,11065901501,1,17,170,29,13,15,28,20,9,22,4,1,1,1,13,95,94,61,33,7,1,13,42,61,42,19,37,20,164,63,101,20,17,73,54,1413.4676194247,41413.8177440658
-87101.2424885808,-104927.401149802,33139,11066501104,11,1106,110665,110665011,011,04,01104,11066501104,1,17,170,82,21,60,62,23,59,80,1,1,0,0,38,359,358,237,121,25,9,27,199,237,106,131,88,50,959,791,168,60,79,772,48,667.614342875783,15513.4516114618
-86078.3591204207,-104832.467349992,33140,11066701401,11,1106,110667,110667014,014,01,01401,11066701401,1,17,170,14,0,14,14,0,14,9,4,1,0,0,3,70,70,50,20,1,1,21,26,50,35,15,30,9,102,48,54,8,3,64,27,234.42775396094,3028.14319283301
-90114.111615662,-104818.493299985,33141,11065901003,11,1106,110659,110659010,010,03,01003,11065901003,1,17,170,10,0,10,9,0,10,3,7,0,0,0,6,102,102,83,19,2,0,28,53,83,67,16,40,19,154,62,92,17,14,74,49,278.925852000559,4855.2585154194
-88286.8474633288,-103345.393799558,33142,11065700201,11,1106,110657,110657002,002,01,00201,11065700201,1,17,170,14,2,12,11,1,13,6,8,0,0,0,0,150,150,109,41,23,24,32,64,109,90,19,46,14,195,80,115,8,22,108,57,403.981226418403,10186.3916545625
-88606.2115908565,-103369.916599664,33143,11065702403,11,1106,110657,110657024,024,03,02403,11065702403,1,17,170,6,1,5,4,0,6,0,4,0,2,0,2,71,71,35,36,13,24,18,9,35,30,5,20,4,65,28,37,5,3,31,26,426.666259112781,10059.1237911079
-85062.1506556171,-103417.38389999,33144,11060700612,11,1106,110607,110607006,006,12,00612,11060700612,1,17,170,59,59,0,59,59,0,0,57,0,1,1,33,59,59,48,11,18,32,41,4,48,29,19,35,17,115,53,62,12,20,56,27,701.839912220261,12824.4505874302
-93182.5771481332,-103310.540849994,33145,11060803205,11,1106,110608,110608032,032,05,03205,11060803205,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.78300554139,6168.2209252455
-86616.0407465138,-103323.653250954,33407,11066302302,11,1106,110663,110663023,023,02,02302,11066302302,1,17,170,33,1,31,32,2,31,20,13,0,0,0,3,234,234,156,78,3,0,60,80,156,129,27,63,20,286,125,161,18,29,175,64,499.74241232624,10596.8887496896
-84406.7884878004,-101695.400350531,33415,11062100602,11,1106,110621,110621006,006,02,00602,11062100602,1,17,170,30,2,28,27,3,27,3,11,0,16,0,6,408,408,336,72,211,237,226,90,336,214,122,228,124,752,355,397,124,56,441,131,972.633833623964,24865.3119893917
-84711.5058910067,-101682.16739997,33416,11062101807,11,1106,110621,110621018,018,07,01807,11062101807,1,17,170,9,0,9,7,0,9,0,2,7,0,0,9,183,183,156,27,6,3,101,51,156,108,48,96,41,330,155,175,40,23,171,96,1379.32513792811,48971.1016119073
-85036.4578486137,-101667.34090001,33417,11062101808,11,1106,110621,110621018,018,08,01808,11062101808,1,17,170,2,2,0,2,2,0,0,2,0,0,0,2,4,4,2,0,0,0,0,0,4,2,2,3,1,10,3,7,3,2,5,0,1311.47675383985,103635.222353005
-90416.4259780476,-106021.423649967,33418,11066000202,11,1106,110660,110660002,002,02,00202,11066000202,1,17,170,2,1,1,2,1,1,1,1,0,0,0,2,7,7,4,3,0,1,0,3,4,2,2,4,1,10,5,5,1,0,7,2,1099.91758240351,31297.8672838654
-90345.6214169899,-105942.616349887,33419,11066000203,11,1106,110660,110660002,002,03,00203,11066000203,1,17,170,51,38,13,51,40,11,40,4,5,1,1,23,109,109,67,41,5,1,26,37,68,58,10,30,7,119,54,65,7,7,70,35,796.694933858228,10573.6891756811
-91655.5856675766,-101589.325850599,33420,11063901002,11,1106,110639,110639010,010,02,01002,11063901002,1,17,170,3,0,3,1,0,3,0,3,0,0,0,0,132,132,106,26,85,98,87,12,106,74,32,70,24,227,100,127,21,22,89,95,530.75315669423,13814.3418041822
-87325.4083847898,-105820.649649993,33421,11066501506,11,1106,110665,110665015,015,06,01506,11066501506,1,17,170,8,1,7,3,0,8,8,0,0,0,0,5,49,49,22,27,8,1,8,12,22,18,4,12,3,43,21,22,5,2,31,5,235.520455269921,2977.50024971344
-87034.9459721877,-105842.500999916,33422,11066501401,11,1106,110665,110665014,014,01,01401,11066501401,1,17,170,18,2,16,8,2,16,13,3,0,1,1,5,102,102,56,46,10,9,31,22,56,37,19,37,20,135,64,71,20,20,71,24,682.04698649989,14052.9574827587
-88333.3697075451,-105812.468799979,33423,11066101302,11,1106,110661,110661013,013,02,01302,11066101302,1,17,170,9,1,8,3,1,8,4,0,0,5,0,0,41,41,29,12,5,10,15,14,29,18,11,27,12,78,43,35,9,10,47,12,257.043667448023,4108.33984951749
-92981.2482733814,-105806.09234984,33424,11060100705,11,1106,110601,110601007,007,05,00705,11060100705,1,17,170,14,14,0,14,14,0,0,14,0,0,0,1,15,15,11,4,1,2,10,1,11,8,3,8,2,24,14,10,0,2,14,8,296.445788436848,3816.38473581147
-87290.3283104235,-105809.872150002,33425,11066501507,11,1106,110665,110665015,015,07,01507,11066501507,1,17,170,2,1,0,2,0,2,2,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,1,1,1,22,21,1,1,12,8,1,235.911433331423,2983.40919602361
-89614.2574617046,-105857.031149463,33426,11066001305,11,1106,110660,110660013,013,05,01305,11066001305,1,17,170,21,8,13,19,1,20,5,7,5,4,0,7,104,104,79,25,9,25,39,35,79,52,27,45,19,176,86,90,23,16,86,51,442.282856664673,9502.10256744106
-86584.3159604289,-105817.483299212,33427,11066501011,11,1106,110665,110665010,010,11,01011,11066501011,1,17,170,13,1,12,9,0,13,13,0,0,0,0,0,51,51,42,9,3,0,10,32,42,33,9,16,9,89,48,41,8,15,47,19,394.920307089156,5538.56254418749
-86652.009862273,-105797.271949812,33428,11066500803,11,1106,110665,110665008,008,03,00803,11066500803,1,17,170,11,3,8,6,1,10,11,0,0,0,0,11,36,36,26,10,0,0,0,22,26,23,3,13,2,50,25,25,3,4,33,10,316.748723432131,3171.59508253354
-88638.2411143935,-105819.731049912,33429,11066100710,11,1106,110661,110661007,007,10,00710,11066100710,1,17,170,29,5,24,21,2,27,29,0,0,0,0,5,104,104,61,43,1,4,19,37,61,44,17,30,18,122,54,68,20,12,74,16,365.758425752305,6954.8454536929
-87255.1234850798,-105799.571149997,33430,11066501508,11,1106,110665,110665015,015,08,01508,11066501508,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.792668807738,2974.37431831672
-92769.3444586385,-105786.974900485,33431,11060101109,11,1106,110601,110601011,011,09,01109,11060101109,1,17,170,20,18,2,20,17,3,2,16,1,1,0,6,29,29,21,8,3,7,14,4,21,13,8,13,6,47,22,25,6,2,24,15,297.712954906144,4704.53187954053
-89718.8183944684,-105869.868249315,33432,11066001306,11,1106,110660,110660013,013,06,01306,11066001306,1,17,170,15,0,15,12,0,15,6,8,0,0,1,1,119,119,94,25,14,12,47,39,94,66,28,50,27,195,90,105,32,19,104,40,715.515645222296,8530.30505289591
-86283.6792936574,-104787.994699989,33433,11066700702,11,1106,110667,110667007,007,02,00702,11066700702,1,17,170,35,15,20,33,19,16,35,0,0,0,0,19,117,117,75,42,3,1,16,55,75,53,22,39,14,153,65,88,15,7,96,35,541.714541423866,9517.41821328385
-87826.7832545944,-104774.411449299,33434,11066600803,11,1106,110666,110666008,008,03,00803,11066600803,1,17,170,39,11,27,26,8,31,10,25,4,0,0,13,141,141,88,53,7,5,35,50,88,66,22,42,13,177,88,89,13,8,108,48,435.97477187905,8977.43943954539
-86150.1997468627,-104740.950700002,33435,11066701302,11,1106,110667,110667013,013,02,01302,11066701302,1,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0203779309,1881.32363581045
-89474.3007855298,-104800.647849915,33436,11065902403,11,1106,110659,110659024,024,03,02403,11065902403,1,17,170,57,37,19,55,38,19,44,7,1,2,3,18,154,154,117,37,21,22,35,72,117,82,35,53,35,240,113,127,38,28,135,39,572.016066555683,10715.7420276178
-86435.8032918773,-104795.400549934,33437,11066700802,11,1106,110667,110667008,008,02,00802,11066700802,1,17,170,36,8,28,32,15,21,25,10,1,0,0,12,165,165,123,42,4,4,46,67,123,104,19,54,19,218,109,109,15,26,132,45,442.259111950436,7226.26812708909
-86334.7170700865,-104838.434749782,33438,11066700703,11,1106,110667,110667007,007,03,00703,11066700703,1,17,170,71,47,23,68,53,18,63,1,0,7,0,27,165,164,90,74,12,13,46,42,90,64,26,51,23,203,110,93,22,30,117,34,845.506363300029,27660.6232051656
-90231.1416262857,-103239.509099335,33439,11061001205,11,1106,110610,110610012,012,05,01205,11061001205,1,17,170,51,44,7,51,48,3,40,11,0,0,0,43,83,83,59,24,9,0,2,53,59,42,17,29,19,119,55,64,16,20,59,24,405.371926785611,7836.71801761608
-88331.5831635463,-103213.55254998,33440,11065700205,11,1106,110657,110657002,002,05,00205,11065700205,1,17,170,9,0,9,8,0,9,1,7,0,1,0,1,81,81,60,21,22,10,32,24,60,35,25,37,17,139,63,76,22,12,68,37,372.120383351076,8634.32052514703
-87370.2788449137,-103231.464950591,33441,11065602603,11,1106,110656,110656026,026,03,02603,11065602603,1,17,170,16,1,15,14,1,15,5,11,0,0,0,1,152,152,104,48,22,0,64,29,104,74,30,61,29,224,99,125,21,25,135,43,535.853220126455,16651.5149375487
-93262.5184573347,-103242.729899525,33442,11060802701,11,1106,110608,110608027,027,01,02701,11060802701,1,17,170,8,0,8,7,0,8,0,0,8,0,0,7,217,217,201,16,113,5,7,189,201,113,88,174,95,591,276,315,105,78,291,117,439.125730401744,11773.7206798757
-87469.869984023,-103231.464949419,33443,11065602604,11,1106,110656,110656026,026,04,02604,11065602604,1,17,170,26,4,22,24,6,20,21,4,1,0,0,7,158,158,114,44,31,33,40,65,114,81,33,56,24,244,115,129,29,29,144,42,414.579005709236,8966.41328925057
-93038.0462177787,-103252.282349541,33444,11060803207,11,1106,110608,110608032,032,07,03207,11060803207,1,17,170,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.407453500261,15102.1813010159
-93352.3376432194,-103324.524250567,33494,11060803206,11,1106,110608,110608032,032,06,03206,11060803206,1,17,170,15,0,15,15,0,15,0,0,15,0,0,0,210,210,192,18,45,3,30,159,192,77,115,186,110,610,277,333,103,88,313,106,616.50185606796,15931.6929281879
-87087.4398955053,-103302.191600087,33495,11065601104,11,1106,110656,110656011,011,04,01104,11065601104,1,17,170,15,1,14,12,0,15,7,8,0,0,0,11,108,108,55,53,2,1,18,31,55,41,14,23,12,114,48,66,12,14,71,17,338.167777868062,7014.35530685887
-87141.0693823015,-103309.79224961,33496,11065602003,11,1106,110656,110656020,020,03,02003,11065602003,1,17,170,9,1,8,8,1,8,5,1,1,2,0,3,42,42,32,10,5,4,9,20,32,22,10,16,7,76,39,37,8,8,42,18,284.048103780246,3231.4622463907
-85542.4540158935,-103445.124550053,33497,11060700913,11,1106,110607,110607009,009,13,00913,11060700913,1,17,170,39,28,11,39,32,7,28,6,0,2,3,3,123,123,94,29,6,2,44,42,94,68,26,51,22,187,88,99,17,16,103,51,1023.79368685804,20560.660481037
-88461.1085472462,-103254.910699909,33498,11065700204,11,1106,110657,110657002,002,04,00204,11065700204,1,17,170,10,0,10,8,0,10,6,2,0,1,1,1,93,93,49,44,18,26,28,16,49,32,17,30,17,111,59,52,25,5,61,20,394.424108263108,9594.06184621196
-88759.3933214514,-103467.440399347,33499,11065702404,11,1106,110657,110657024,024,04,02404,11065702404,1,17,170,4,0,4,4,0,4,0,0,0,4,0,0,84,84,57,27,55,57,39,13,57,41,16,34,16,124,68,56,29,3,61,31,1555.01211919866,94277.4972363214
-87293.8637169263,-103301.081899767,33500,11065603002,11,1106,110656,110656030,030,02,03002,11065603002,1,17,170,30,2,28,25,3,27,9,19,1,1,0,6,220,220,161,59,5,17,65,86,161,107,54,84,44,354,179,175,39,30,215,70,578.498500781252,15620.7164135376
-87225.0550316127,-103234.305449102,33501,11065602004,11,1106,110656,110656020,020,04,02004,11065602004,1,17,170,19,3,16,18,1,18,12,5,2,0,0,6,151,151,103,48,7,3,46,50,103,79,24,47,16,206,92,114,14,22,118,52,389.588184299311,7285.40351171943
-84866.2330166235,-103401.783450035,33502,11060701207,11,1106,110607,110607012,012,07,01207,11060701207,1,17,170,7,6,1,7,7,0,7,0,0,0,0,6,10,10,6,4,4,0,0,5,6,4,2,4,2,13,4,9,3,3,3,4,1009.16750611474,44972.3177661032
-85436.4151336772,-103394.88090037,33503,11060700914,11,1106,110607,110607009,009,14,00914,11060700914,1,17,170,4,1,3,4,2,2,2,2,0,0,0,2,18,18,9,9,0,0,1,8,9,6,3,6,2,20,13,7,2,3,9,6,1383.22791954211,72124.0366733002
-88692.8521667316,-103231.405549984,33504,11065702405,11,1106,110657,110657024,024,05,02405,11065702405,1,17,170,4,0,4,3,0,4,1,3,0,0,0,1,35,35,23,12,2,0,2,19,23,13,10,17,10,61,31,30,8,12,33,8,423.899437425552,10017.273407878
-85603.179006987,-103266.06275008,33505,11060701001,11,1106,110607,110607010,010,01,01001,11060701001,1,17,170,16,8,8,16,11,5,14,1,0,1,0,6,53,53,40,13,1,1,16,24,40,28,12,22,13,85,38,47,11,10,48,16,564.084769260128,10535.9195759391
